date,open,high,low,close,volume
2022-12-15,0.732654,0.732654,0.732654,0.732654,1000
2022-12-16,0.732654,0.733093,0.730021,0.730460,1000
2022-12-19,0.730460,0.733802,0.729903,0.733245,1000
2022-12-20,0.733245,0.734885,0.732682,0.734322,1000
2022-12-21,0.734322,0.735316,0.733113,0.734107,1000
2022-12-22,0.734107,0.734440,0.732106,0.732440,1000
2022-12-23,0.732440,0.736709,0.731728,0.735998,1000
2022-12-27,0.735998,0.741426,0.735093,0.740521,1000
2022-12-28,0.740521,0.741437,0.735028,0.735943,1000
2022-12-29,0.735943,0.738682,0.735487,0.738225,1000
2022-12-30,0.738225,0.739716,0.737499,0.738989,1000
2023-01-03,0.738989,0.740417,0.730422,0.731850,1000
2023-01-04,0.731850,0.743046,0.729984,0.741180,1000
2023-01-05,0.741180,0.742130,0.735482,0.736431,1000
2023-01-06,0.736431,0.744774,0.735041,0.743384,1000
2023-01-09,0.743384,0.748721,0.742494,0.747831,1000
2023-01-10,0.747831,0.748510,0.743756,0.744435,1000
2023-01-11,0.744435,0.745858,0.743623,0.745045,1000
2023-01-12,0.745045,0.747852,0.744578,0.747384,1000
2023-01-13,0.747384,0.747752,0.745178,0.745545,1000
2023-01-17,0.745545,0.747752,0.745178,0.747384,1000
2023-01-18,0.747384,0.748007,0.743646,0.744269,1000
2023-01-19,0.744269,0.744909,0.740430,0.741070,1000
2023-01-20,0.741070,0.746240,0.740208,0.745379,1000
2023-01-23,0.745379,0.747517,0.745022,0.747161,1000
2023-01-24,0.747161,0.748702,0.746458,0.747999,1000
2023-01-25,0.747999,0.748490,0.745055,0.745545,1000
2023-01-26,0.745545,0.749902,0.744819,0.749176,1000
2023-01-27,0.749176,0.751472,0.748793,0.751089,1000
2023-01-30,0.751089,0.751494,0.748659,0.749064,1000
2023-01-31,0.749064,0.750666,0.748416,0.750019,1000
2023-02-01,0.750019,0.751087,0.748838,0.749906,1000
2023-02-02,0.749906,0.751539,0.749287,0.750920,1000
2023-02-03,0.750920,0.751794,0.745673,0.746547,1000
2023-02-06,0.746547,0.747069,0.743415,0.743937,1000
2023-02-07,0.743937,0.745108,0.742876,0.744048,1000
2023-02-08,0.744048,0.745442,0.743208,0.744602,1000
2023-02-09,0.744602,0.745774,0.743540,0.744713,1000
2023-02-10,0.744713,0.749059,0.743988,0.748335,1000
2023-02-13,0.748335,0.749879,0.747632,0.749176,1000
2023-02-14,0.749176,0.749766,0.747521,0.748111,1000
2023-02-15,0.748111,0.748491,0.745833,0.746213,1000
2023-02-16,0.746213,0.746768,0.742884,0.743439,1000
2023-02-17,0.743439,0.743836,0.741058,0.741455,1000
2023-02-21,0.741455,0.741797,0.739577,0.739919,1000
2023-02-22,0.739919,0.740343,0.738128,0.738552,1000
2023-02-23,0.738552,0.738923,0.736712,0.737083,1000
2023-02-24,0.737083,0.737635,0.733770,0.734322,1000
2023-02-27,0.734322,0.737179,0.733846,0.736703,1000
2023-02-28,0.736703,0.737157,0.733976,0.734430,1000
2023-03-01,0.734430,0.736046,0.733840,0.735456,1000
2023-03-02,0.735456,0.736045,0.733842,0.734430,1000
2023-03-03,0.734430,0.735721,0.733517,0.734808,1000
2023-03-06,0.734808,0.735991,0.733786,0.734970,1000
2023-03-07,0.734970,0.736361,0.726623,0.728014,1000
2023-03-08,0.728014,0.728521,0.724972,0.725479,1000
2023-03-09,0.725479,0.726752,0.724574,0.725847,1000
2023-03-10,0.725847,0.726224,0.724051,0.724428,1000
2023-03-13,0.724428,0.731859,0.723189,0.730620,1000
2023-03-14,0.730620,0.732011,0.729817,0.731208,1000
2023-03-15,0.731208,0.732512,0.723387,0.724690,1000
2023-03-16,0.724690,0.727092,0.724290,0.726691,1000
2023-03-17,0.726691,0.727993,0.725812,0.727114,1000
2023-03-20,0.727114,0.731386,0.726402,0.730674,1000
2023-03-21,0.730674,0.731163,0.727737,0.728226,1000
2023-03-22,0.728226,0.729585,0.727398,0.728757,1000
2023-03-23,0.728757,0.732855,0.728074,0.732172,1000
2023-03-24,0.732172,0.733289,0.725469,0.726586,1000
2023-03-27,0.726586,0.731491,0.725768,0.730674,1000
2023-03-28,0.730674,0.735246,0.729912,0.734484,1000
2023-03-29,0.734484,0.737081,0.734051,0.736648,1000
2023-03-30,0.736648,0.739195,0.736224,0.738771,1000
2023-03-31,0.738771,0.740180,0.737962,0.739372,1000
2023-04-03,0.739372,0.745315,0.738381,0.744325,1000
2023-04-04,0.744325,0.744914,0.742684,0.743273,1000
2023-04-05,0.743273,0.744416,0.742186,0.743329,1000
2023-04-06,0.743329,0.743918,0.741691,0.742280,1000
2023-04-07,0.742280,0.742731,0.739578,0.740028,1000
2023-04-10,0.740028,0.740562,0.738346,0.738880,1000
2023-04-11,0.738880,0.742432,0.738288,0.741840,1000
2023-04-12,0.741840,0.743825,0.741509,0.743494,1000
2023-04-13,0.743494,0.750582,0.742313,0.749400,1000
2023-04-14,0.749400,0.749793,0.747048,0.747440,1000
2023-04-17,0.747440,0.747890,0.745652,0.746102,1000
2023-04-18,0.746102,0.747556,0.745316,0.746770,1000
2023-04-19,0.746770,0.747470,0.742574,0.743273,1000
2023-04-20,0.743273,0.744250,0.742021,0.742997,1000
2023-04-21,0.742997,0.743821,0.738056,0.738880,1000
2023-04-24,0.738880,0.739742,0.737527,0.738389,1000
2023-04-25,0.738389,0.739299,0.732927,0.733837,1000
2023-04-26,0.733837,0.735642,0.733436,0.735240,1000
2023-04-27,0.735240,0.736072,0.733868,0.734700,1000
2023-04-28,0.734700,0.738538,0.734060,0.737898,1000
2023-05-01,0.737898,0.739306,0.737090,0.738498,1000
2023-05-02,0.738498,0.739430,0.732905,0.733837,1000
2023-05-03,0.733837,0.735398,0.733193,0.734754,1000
2023-05-04,0.734754,0.737353,0.734321,0.736920,1000
2023-05-05,0.736920,0.746870,0.735261,0.745212,1000
2023-05-08,0.745212,0.749430,0.744509,0.748727,1000
2023-05-09,0.748727,0.749208,0.745844,0.746324,1000
2023-05-10,0.746324,0.748143,0.745900,0.747719,1000
2023-05-11,0.747719,0.748972,0.740202,0.741455,1000
2023-05-12,0.741455,0.742035,0.737972,0.738552,1000
2023-05-15,0.738552,0.742365,0.737917,0.741730,1000
2023-05-16,0.741730,0.743561,0.741332,0.743163,1000
2023-05-17,0.743163,0.743531,0.741306,0.741675,1000
2023-05-18,0.741675,0.742264,0.740042,0.740631,1000
2023-05-19,0.740631,0.741577,0.739356,0.740302,1000
2023-05-22,0.740302,0.741412,0.739192,0.740302,1000
2023-05-23,0.740302,0.742046,0.739821,0.741565,1000
2023-05-24,0.741565,0.742700,0.734754,0.735889,1000
2023-05-25,0.735889,0.736397,0.732846,0.733353,1000
2023-05-26,0.733353,0.734750,0.732548,0.733945,1000
2023-05-30,0.733945,0.736018,0.733599,0.735673,1000
2023-05-31,0.735673,0.736912,0.734704,0.735943,1000
2023-06-01,0.735943,0.745602,0.734334,0.743992,1000
2023-06-02,0.743992,0.745192,0.742959,0.744158,1000
2023-06-05,0.744158,0.745803,0.743567,0.745212,1000
2023-06-06,0.745212,0.746776,0.744538,0.746102,1000
2023-06-07,0.746102,0.748782,0.745655,0.748335,1000
2023-06-08,0.748335,0.748981,0.746738,0.747384,1000
2023-06-09,0.747384,0.749939,0.746958,0.749513,1000
2023-06-12,0.749513,0.749905,0.747160,0.747552,1000
2023-06-13,0.747552,0.752881,0.746664,0.751993,1000
2023-06-14,0.751993,0.753547,0.751288,0.752842,1000
2023-06-15,0.752842,0.755981,0.752319,0.755458,1000
2023-06-16,0.755458,0.758413,0.754966,0.757920,1000
2023-06-20,0.757920,0.758515,0.754350,0.754945,1000
2023-06-21,0.754945,0.759551,0.754177,0.758783,1000
2023-06-22,0.758783,0.760355,0.758076,0.759648,1000
2023-06-23,0.759648,0.760016,0.757437,0.757805,1000
2023-06-26,0.757805,0.761334,0.757217,0.760746,1000
2023-06-27,0.760746,0.761092,0.758667,0.759013,1000
2023-06-28,0.759013,0.759861,0.753926,0.754774,1000
2023-06-29,0.754774,0.755992,0.753727,0.754945,1000
2023-06-30,0.754945,0.756478,0.754211,0.755744,1000
2023-07-03,0.755744,0.756562,0.754297,0.755116,1000
2023-07-05,0.755116,0.755450,0.753189,0.753523,1000
2023-07-06,0.753523,0.754448,0.747970,0.748895,1000
2023-07-07,0.748895,0.753563,0.748117,0.752785,1000
2023-07-10,0.752785,0.754000,0.751741,0.752955,1000
2023-07-11,0.752955,0.755138,0.752592,0.754774,1000
2023-07-12,0.754774,0.759585,0.753972,0.758783,1000
2023-07-13,0.758783,0.762459,0.758170,0.761847,1000
2023-07-14,0.761847,0.762747,0.756446,0.757346,1000
2023-07-17,0.757346,0.759485,0.756990,0.759129,1000
2023-07-18,0.759129,0.760209,0.757932,0.759013,1000
2023-07-19,0.759013,0.760644,0.758364,0.759994,1000
2023-07-20,0.759994,0.760440,0.758164,0.758610,1000
2023-07-21,0.758610,0.759012,0.756200,0.756601,1000
2023-07-24,0.756601,0.760950,0.755877,0.760225,1000
2023-07-25,0.760225,0.760642,0.758366,0.758783,1000
2023-07-26,0.758783,0.759231,0.756096,0.756544,1000
2023-07-27,0.756544,0.758369,0.756095,0.757920,1000
2023-07-28,0.757920,0.758276,0.755788,0.756144,1000
